LevelName	TileName	Style	StartSequence	EndSequence	Type1	Cel1	Type2	Cel2	Type2	Cel3	Type4	Cel4
3 Kurast	fl	48	12	12	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	48	1	1	Act3_edge_wllong	647		-1		-1		-1
3 Kurast	fl	48	9	9	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	48	11	11	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	48	13	13	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	48	3	3	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	48	20	20	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	48	23	23	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	fl	48	5	5	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	fl	48	24	24	Act3_hellgate_24	656		-1		-1		-1
3 Kurast	fl	48	21	21	Act3_hellgate_21	657		-1		-1		-1
3 Kurast	fl	48	19	19	Act3_hellgate_19	658		-1		-1		-1
3 Kurast	wr	47	-1	-1	Act3_edge_wr	640		-1		-1		-1
3 Kurast	wl	47	-1	-1	Act3_edge_wl	641		-1		-1		-1
3 Kurast	wtlr	47	-1	-1	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	wtll	47	-1	-1	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	wbr	47	-1	-1	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	wtr	47	-1	-1	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	wbl	47	-1	-1	Act3_edge_wbl	642		-1		-1		-1
3 Kurast	fl	47	6	8	Act3_edge_wrstr	695		-1		-1		-1
3 Kurast	fl	47	22	24	Act3_edge_wrstr	695		-1		-1		-1
3 Kurast	fl	47	12	13	Act3_edge_wrstr	695		-1		-1		-1
3 Kurast	fl	47	28	29	Act3_edge_wrstr	695		-1		-1		-1
3 Kurast	fl	47	9	11	Act3_edge_wlstr	696		-1		-1		-1
3 Kurast	fl	47	25	27	Act3_edge_wlstr	696		-1		-1		-1
3 Kurast	fl	47	14	15	Act3_edge_wlstr	696		-1		-1		-1
3 Kurast	fl	47	30	31	Act3_edge_wlstr	696		-1		-1		-1
3 Kurast	fl	47	0	0	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	47	16	16	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	47	52	52	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	47	1	1	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	47	17	17	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	47	53	53	Act3_edge_wl	641		-1		-1		-1
3 Kurast	fl	47	2	2	Act3_edge_wbl	642		-1		-1		-1
3 Kurast	fl	47	18	18	Act3_edge_wbl	642		-1		-1		-1
3 Kurast	fl	47	54	54	Act3_edge_wbl	642		-1		-1		-1
3 Kurast	fl	47	3	3	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	47	19	19	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	47	32	32	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	47	33	33	Act3_circlstr_33	655		-1		-1		-1
3 Kurast	fl	47	34	34	Act3_circlstr_34	653		-1		-1		-1
3 Kurast	fl	47	36	36	Act3_circlstr_36	654		-1		-1		-1
3 Kurast	fl	47	55	55	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	fl	47	4	4	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	fl	47	20	20	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	fl	47	56	56	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	fl	47	5	5	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	fl	47	21	21	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	fl	47	57	57	Act3_edge_wtll	644		-1		-1		-1
3 Sewer	wre	2	0	0	3Sewer exit wr02	291		-1		-1		-1
3 Sewer	wre	2	1	1	3S exit wr01	265		-1		-1		-1
3 Sewer	wle	2	0	0	3S exit wl01	393		-1		-1		-1
3 Sewer	wle	2	1	1	S3 exit wl02	394		-1		-1		-1
3 Sewer	wre	3	0	0	3Sewer exit wr02	291		-1		-1		-1
3 Sewer	wre	3	1	1	3S exit wr01	265		-1		-1		-1
3 Sewer	wle	3	0	0	3S exit wl01	393		-1		-1		-1
3 Sewer	wle	3	1	1	S3 exit wl02	394		-1		-1		-1
3 Sewer	wr	45	-1	-1	3Sewer WR	283		-1		-1		-1
3 Sewer	wl	45	-1	-1	3Sewer WL	284		-1		-1		-1
3 Sewer	wtlr	45	-1	-1	3Sewer WTLL	287		-1		-1		-1
3 Sewer	wtll	45	-1	-1	3Sewer WTLL	287		-1		-1		-1
3 Sewer	wbr	45	-1	-1	3Sewer WBR	288		-1		-1		-1
3 Sewer	wtr	45	-1	-1	3Sewer WTR	286		-1		-1		-1
3 Sewer	wbl	45	-1	-1	3Sewer WBL	285		-1		-1		-1
3 Sewer	wre	1	0	0	3Sewer exit wr02	291		-1		-1		-1
3 Sewer	wre	1	1	1	3S exit wr01	265		-1		-1		-1
3 Sewer	wle	0	0	0	3S exit wl01	393		-1		-1		-1
3 Sewer	wle	0	1	1	S3 exit wl02	394		-1		-1		-1
3 Sewer	fl	45	1	1	3Sewer Bridge	290		-1		-1		-1
3 Sewer	fl	45	3	3	3Sewer Bridge	290		-1		-1		-1
3 Sewer	fl	45	-1	-1	3Sewer Drain	289		-1		-1		-1
3 Dungeon	wtr	0	0	0	Act3Dngn Shrtwall2	679		-1		-1		-1
3 Dungeon	wbl	0	0	0	Act3Dngn Shrtwall1	678		-1		-1		-1
3 Dungeon	wr	0	0	17	G_WR	80		-1		-1		-1
3 Dungeon	wl	0	0	17	G_WL	81		-1		-1		-1
3 Dungeon	wr	0	20	-1	G_WR	80		-1		-1		-1
3 Dungeon	wl	0	20	-1	G_WL	81		-1		-1		-1
3 Dungeon	wtlr	0	-1	-1	G_WTLL	84		-1		-1		-1
3 Dungeon	wtll	0	-1	-1	G_WTLL	84		-1		-1		-1
3 Dungeon	wbr	0	-1	-1	G_WBR	85		-1		-1		-1
3 Dungeon	wtr	0	-1	-1	G_WTR	83		-1		-1		-1
3 Dungeon	wbl	0	-1	-1	G_WBL	82		-1		-1		-1
3 Dungeon	co	0	-1	-1	Co	90		-1		-1		-1
3 Dungeon	wr	0	18	18	WRD A	26		-1		-1		-1
3 Dungeon	wr	0	19	19	WRD B	27		-1		-1		-1
3 Dungeon	wl	0	18	18	WLD B	29		-1		-1		-1
3 Dungeon	wl	0	19	19	WLD A	28		-1		-1		-1
3 Dungeon	wr	1	0	0	WRD A	26		-1		-1		-1
3 Dungeon	wr	1	1	1	WRD B	27		-1		-1		-1
3 Dungeon	wl	1	0	0	WLD B	29		-1		-1		-1
3 Dungeon	wl	1	1	1	WLD A	28		-1		-1		-1
3 Dungeon	wr	1	3	3	WR_door	295		-1		-1		-1
3 Dungeon	wl	1	3	3	WL_door	296		-1		-1		-1
3 Dungeon	wr	1	-1	-1	G_WR	80		-1		-1		-1
3 Dungeon	wl	1	-1	-1	G_WL	81		-1		-1		-1
3 Dungeon	wtlr	1	1	1	WTLL_DRR	299		-1		-1		-1
3 Dungeon	wtll	1	0	0	WTLL_DRL	298		-1		-1		-1
3 Dungeon	wtlr	1	4	4	WTLL_DRR	299		-1		-1		-1
3 Dungeon	wtll	1	2	2	WTLL_DRL	298		-1		-1		-1
3 Dungeon	wbr	1	-1	-1	G_WBR	85		-1		-1		-1
3 Dungeon	wtr	1	-1	-1	G_WTR	83		-1		-1		-1
3 Dungeon	wbl	1	-1	-1	G_WBL	82		-1		-1		-1
3 Dungeon	wre	1	0	0	WRE A	30		-1		-1		-1
3 Dungeon	wre	1	1	1	WRE B	31		-1		-1		-1
3 Dungeon	fl	1	0	0	FLE 0 T	41		-1		-1		-1
3 Dungeon	fl	1	1	1	FLE 1 R	42		-1		-1		-1
3 Dungeon	fl	1	2	2	FLE 2 L	40		-1		-1		-1
3 Dungeon	fl	1	3	3	FLE 3 B	43		-1		-1		-1
3 Dungeon	fl	2	0	0	A3 P wtll	680		-1		-1		-1
3 Dungeon	fl	2	1	2	A3 P wra	681		-1		-1		-1
3 Dungeon	fl	2	3	3	A3 P wtr	682		-1		-1		-1
3 Dungeon	fl	2	4	5	A3 P wla	683		-1		-1		-1
3 Dungeon	fl	2	6	7	A3 P wlb	684		-1		-1		-1
3 Dungeon	fl	2	8	8	A3 P wbl	685		-1		-1		-1
3 Dungeon	fl	2	9	10	A3 P wrb	686		-1		-1		-1
3 Dungeon	fl	2	11	11	A3 P wbr	687		-1		-1		-1
3 Dungeon	fl	2	12	12	A3 P wtllx	688		-1		-1		-1
3 Dungeon	fl	2	13	13	A3 P wtrx	689		-1		-1		-1
3 Dungeon	fl	2	14	14	A3 P wblx	690		-1		-1		-1
3 Dungeon	fl	2	15	15	A3 P wbrx	691		-1		-1		-1
3 Dungeon	fl	2	16	16	A3 P full	692		-1		-1		-1
3 Dungeon	wre	2	0	0	G_WRE 1	44		-1		-1		-1
3 Dungeon	wre	2	1	1	G_WRE 2	45		-1		-1		-1
3 Dungeon	wle	2	0	0	G_WLE 1	72		-1		-1		-1
3 Dungeon	wle	2	1	1	G_WLE 2	99		-1		-1		-1
3 Dungeon	wr	2	-1	-1	G_WR	80		-1		-1		-1
3 Dungeon	wl	2	-1	-1	G_WL	81		-1		-1		-1
3 Dungeon	wtlr	2	-1	-1	G_WTLL	84		-1		-1		-1
3 Dungeon	wtll	2	-1	-1	G_WTLL	84		-1		-1		-1
3 Dungeon	wbr	2	-1	-1	G_WBR	85		-1		-1		-1
3 Dungeon	wtr	2	-1	-1	G_WTR	83		-1		-1		-1
3 Dungeon	wbl	2	-1	-1	G_WBL	82		-1		-1		-1
4 Town	fl	12	32	32	Mesa Strs 12 32	1080		-1		-1		-1
4 Town	fl	12	33	33	Mesa Strs 12 33	1081		-1		-1		-1
4 Town	fl	12	34	34	Mesa Strs 12 34	1082		-1		-1		-1
4 Town	fl	12	35	35	Mesa Strs 12 35	1083		-1		-1		-1
4 Town	fl	12	4	4	Mesa Strs 12 4	1084		-1		-1		-1
4 Town	fl	12	5	5	Mesa Strs 12 5	1085		-1		-1		-1
4 Town	fl	12	6	6	Mesa Strs 12 6	1086		-1		-1		-1
4 Town	fl	12	7	7	Mesa Strs 12 7	1087		-1		-1		-1
4 Town	fl	12	9	9	Mesa Strs 12 9	1088		-1		-1		-1
4 Town	fl	12	10	10	Mesa Strs 12 10	1089		-1		-1		-1
4 Town	fl	12	11	11	Mesa Strs 12 11	1090		-1		-1		-1
4 Town	fl	12	13	13	Mesa Strs 12 13	1091		-1		-1		-1
4 Town	fl	12	12	12	Mesa Strs 12 12	1092		-1		-1		-1
4 Town	fl	12	14	14	Mesa Strs 12 14	1093		-1		-1		-1
4 Town	fl	12	15	15	Mesa Strs 12 15	1094		-1		-1		-1
4 Town	fl	12	16	16	Mesa strs 12 16	1156		-1		-1		-1
4 Town	fl	12	18	18	Mesa Strs 12 18	1095		-1		-1		-1
4 Town	fl	12	36	36	Mesa Strs 12 36	1096		-1		-1		-1
4 Town	fl	12	37	37	Mesa Strs 12 37	1097		-1		-1		-1
4 Mesa	fl	26	43	43	Waypoint	307		-1		-1		-1
4 Mesa	fl	18	24	24	Waypoint	307		-1		-1		-1
4 Mesa	fl	11	0	0	Hell_00	460		-1		-1		-1
4 Mesa	fl	11	1	1	Hell_01	461		-1		-1		-1
4 Mesa	fl	11	2	2	Hell_02	462		-1		-1		-1
4 Mesa	fl	11	3	3	Hell_03	463		-1		-1		-1
4 Mesa	fl	11	4	4	Hell_04	464		-1		-1		-1
4 Mesa	fl	11	5	5	Hell_05	465		-1		-1		-1
4 Mesa	fl	11	6	6	Hell_06	466		-1		-1		-1
4 Mesa	fl	11	7	8	Hell_07	467		-1		-1		-1
4 Mesa	fl	11	9	9	Hell_09	468		-1		-1		-1
4 Mesa	fl	11	10	10	Hell_10	469		-1		-1		-1
4 Mesa	fl	11	11	11	Hell_11	470		-1		-1		-1
4 Mesa	fl	11	12	12	Hell_12	471		-1		-1		-1
4 Mesa	fl	11	14	14	Mesa 11 14	1161		-1		-1		-1
4 Mesa	fl	11	15	15	Mesa 11 15	1162		-1		-1		-1
4 Mesa	fl	11	16	16	Mesa 11 16	1163		-1		-1		-1
4 Mesa	fl	11	17	17	Mesa 11 17	1164		-1		-1		-1
4 Mesa	fl	11	19	19	Mesa 11 19	1166		-1		-1		-1
4 Mesa	fl	11	20	20	Mesa 11 20	1167		-1		-1		-1
4 Mesa	fl	11	21	21	Mesa 11 21	1168		-1		-1		-1
4 Mesa	fl	11	22	22	Mesa 11 22	1169		-1		-1		-1
4 Mesa	fl	11	23	23	Mesa 11 23	1170		-1		-1		-1
4 Mesa	fl	11	24	24	Mesa 11 24	1171		-1		-1		-1
4 Mesa	fl	11	25	25	Mesa 11 25	1172		-1		-1		-1
4 Mesa	fl	11	26	26	Mesa 11 26	1173		-1		-1		-1
4 Mesa	fl	11	27	27	Mesa 11 27	1174		-1		-1		-1
4 Mesa	fl	11	28	28	Mesa 11 28	1175		-1		-1		-1
4 Mesa	fl	12	32	32	Mesa Strs 12 32	1080		-1		-1		-1
4 Mesa	fl	12	33	33	Mesa Strs 12 33	1081		-1		-1		-1
4 Mesa	fl	12	34	34	Mesa Strs 12 34	1082		-1		-1		-1
4 Mesa	fl	12	35	35	Mesa Strs 12 35	1083		-1		-1		-1
4 Mesa	fl	12	4	4	Mesa Strs 12 4	1084		-1		-1		-1
4 Mesa	fl	12	5	5	Mesa Strs 12 5	1085		-1		-1		-1
4 Mesa	fl	12	6	6	Mesa Strs 12 6	1086		-1		-1		-1
4 Mesa	fl	12	7	7	Mesa Strs 12 7	1087		-1		-1		-1
4 Mesa	fl	12	9	9	Mesa Strs 12 9	1088		-1		-1		-1
4 Mesa	fl	12	10	10	Mesa Strs 12 10	1089		-1		-1		-1
4 Mesa	fl	12	11	11	Mesa Strs 12 11	1090		-1		-1		-1
4 Mesa	fl	12	13	13	Mesa Strs 12 13	1091		-1		-1		-1
4 Mesa	fl	12	12	12	Mesa Strs 12 12	1092		-1		-1		-1
4 Mesa	fl	12	14	14	Mesa Strs 12 14	1093		-1		-1		-1
4 Mesa	fl	12	15	15	Mesa Strs 12 15	1094		-1		-1		-1
4 Mesa	fl	12	16	16	Mesa strs 12 16	1156		-1		-1		-1
4 Mesa	fl	12	18	18	Mesa Strs 12 18	1095		-1		-1		-1
4 Mesa	fl	12	36	36	Mesa Strs 12 36	1096		-1		-1		-1
4 Mesa	fl	12	37	37	Mesa Strs 12 37	1097		-1		-1		-1
4 Mesa	fl	13	29	29	Act4 13 29 brdge	1060		-1		-1		-1
4 Mesa	fl	13	24	24	Act4 13 24 brdge	1061		-1		-1		-1
4 Mesa	fl	13	31	31	ACt4 13 31 brdge	1062		-1		-1		-1
4 Mesa	fl	12	22	22	Act4 12 22 brdge	1063		-1		-1		-1
4 Mesa	fl	12	17	17	Act4 12 17 brdge	1064		-1		-1		-1
4 Mesa	fl	13	30	30	Act4 13 30 brdge	1065		-1		-1		-1
4 Mesa	fl	13	32	32	Act4 13 32 brdge	1066		-1		-1		-1
4 Mesa	fl	13	20	20	Act4 13 20 brdge	1067		-1		-1		-1
4 Mesa	fl	14	32	32	Act4 14 32 brdge	1068		-1		-1		-1
4 Mesa	fl	14	31	31	Act4 14 31 brdge	1069		-1		-1		-1
4 Mesa	fl	12	24	24	Act4 12 24 brdge	1070		-1		-1		-1
4 Mesa	fl	12	20	20	Act4 12 20 brdge	1071		-1		-1		-1
4 Mesa	fl	14	30	30	Act4 14 30 brdge	1072		-1		-1		-1
4 Mesa	fl	14	17	17	Act4 14 17 brdge	1073		-1		-1		-1
4 Mesa	fl	14	29	29	Act4 14 29 brdge	1074		-1		-1		-1
4 Mesa	fl	14	22	22	Act4 14 22 brdge	1075		-1		-1		-1
4 Mesa	fl	15	17	17	Mesa flr 15 17	1098		-1		-1		-1
4 Mesa	fl	15	18	18	Mesa flr 15 18	1099		-1		-1		-1
4 Mesa	fl	15	19	19	Mesa flr 15 19	1100		-1		-1		-1
4 Mesa	fl	15	20	20	Mesa flr 15 20	1101		-1		-1		-1
4 Mesa	fl	15	21	21	Mesa flr 15 21	1102		-1		-1		-1
4 Mesa	fl	15	22	22	Mesa flr 15 22	1103		-1		-1		-1
4 Mesa	fl	15	23	23	Mesa flr 15 23	1104		-1		-1		-1
4 Mesa	fl	15	24	24	Mesa flr 15 24	1105		-1		-1		-1
4 Mesa	fl	15	26	26	Diaz URE	1028		-1		-1		-1
4 Mesa	fl	15	29	29	Mesa flr 15 29	1108		-1		-1		-1
4 Mesa	fl	15	30	30	Mesa flr 15 30	1109		-1		-1		-1
4 Mesa	fl	15	31	31	Mesa flr 15 31	1110		-1		-1		-1
4 Mesa	fl	15	32	32	Mesa flr 15 32	1111		-1		-1		-1
4 Mesa	fl	15	39	39	Mesa flr 15 39	1112		-1		-1		-1
4 Mesa	fl	15	40	40	Mesa flr 15 40	1113		-1		-1		-1
4 Mesa	wtll	11	6	6	arch wtll 11 6	1244		-1		-1		-1
4 Mesa	co	11	6	6	arch co 11 6	1245		-1		-1		-1
4 Mesa	wtr	11	7	7	arch wtr 11 7	1246		-1		-1		-1
4 Mesa	wbl	11	6	6	arch wbl 11 6	1247		-1		-1		-1
4 Mesa	wbr	11	6	6	arch wbr 11 6	1248		-1		-1		-1
4 Mesa	wbr	11	7	7	arch wbr 11 7	1249		-1		-1		-1
4 Mesa	wtr	11	9	9	arch wtr 11 9	1250		-1		-1		-1
4 Mesa	wbl	11	7	7	arch wbl 11 7	1251		-1		-1		-1
4 Mesa	wbr	11	8	8	arch wbr 11 8	1252		-1		-1		-1
4 Mesa	wbl	11	8	8	arch wbl 11 8	1253		-1		-1		-1
4 Mesa	wtr	11	8	8	arch wtr 11 8	1254		-1		-1		-1
4 Mesa	wr	12	0	0	archz wr 12 0	1200		-1		-1		-1
4 Mesa	wl	12	0	0	archz wl 12 0	1201		-1		-1		-1
4 Mesa	wtr	12	0	0	archz wtr 12 0	1202		-1		-1		-1
4 Mesa	wbl	12	0	0	archz wbl 12 0	1203		-1		-1		-1
4 Mesa	wtr	12	1	1	archz wtr 12 1	1204		-1		-1		-1
4 Mesa	wbl	12	1	1	archz wbl 12 1	1205		-1		-1		-1
4 Mesa	wl	12	1	2	archz wl 12 1	1206		-1		-1		-1
4 Mesa	wr	12	1	2	archz wr 12 1	1207		-1		-1		-1
4 Mesa	wtll	12	0	0	archz wtll 12 0	1208		-1		-1		-1
4 Mesa	wtlr	12	0	0	archz wtlr 12 0	1209		-1		-1		-1
4 Mesa	co	13	0	0	brick co 13 0	1210		-1		-1		-1
4 Mesa	wbl	13	0	0	brick wbl 13 0	1211		-1		-1		-1
4 Mesa	wr	13	0	0	brick wr 13 0	1212		-1		-1		-1
4 Mesa	wl	13	0	0	brick wl 13 0	1213		-1		-1		-1
4 Mesa	wtr	13	0	0	brick wtr 13 0	1214		-1		-1		-1
4 Mesa	wbl	13	1	1	brick wbl 13 1	1215		-1		-1		-1
4 Mesa	wr	13	1	1	brick wr 13 1	1216		-1		-1		-1
4 Mesa	wr	13	2	2	brick wr 13 2	1217		-1		-1		-1
4 Mesa	wbr	13	1	1	brick wbr 13 1	1218		-1		-1		-1
4 Mesa	wtr	13	2	2	brick wtr 13 2	1219		-1		-1		-1
4 Mesa	wl	13	1	1	brick wl 13 1	1220		-1		-1		-1
4 Mesa	wl	13	2	2	brick wl 13 2 	1221		-1		-1		-1
4 Mesa	wtr	13	1	1	brick wtr 13 1	1222		-1		-1		-1
4 Mesa	wbr	13	3	3	brick wbr 13 3	1223		-1		-1		-1
4 Mesa	wbr	13	4	4	brick wbr 13 4	1224		-1		-1		-1
4 Mesa	wl	13	3	3	brick wl 13 3	1225		-1		-1		-1
4 Mesa	wtll	13	0	1	brick wtll 13 1	1226		-1		-1		-1
4 Mesa	wr	13	3	3	brick wr 13 3	1227		-1		-1		-1
4 Mesa	wl	14	1	1	chain wl 14 1	1228		-1		-1		-1
4 Mesa	wtll	14	1	1	chain wtll 14 1	1229		-1		-1		-1
4 Mesa	wtlr	14	1	1	chain wtlr 14 1	1230		-1		-1		-1
4 Mesa	wtll	14	2	2	chain wtll 14 2	1231		-1		-1		-1
4 Mesa	wtlr	14	2	2	chain wtlr 14 2	1232		-1		-1		-1
4 Mesa	wr	14	1	1	chain wr 14 1	1233		-1		-1		-1
4 Mesa	wtr	14	3	4	chain wbl 14 3/4	1234		-1		-1		-1
4 Mesa	wtr	14	3	4	chain wtr 14 3/4	1235		-1		-1		-1
4 Mesa	wr	14	6	6	chain wr 14 6	1236		-1		-1		-1
4 Mesa	wl	14	5	5	chain wl 14 5	1237		-1		-1		-1
4 Mesa	wtr	14	6	6	chain wtr 14 6	1238		-1		-1		-1
4 Mesa	wbl	14	6	6	chain wbl 14 6	1239		-1		-1		-1
4 Mesa	wl	14	8	9	chain wl 14 8/9	1240		-1		-1		-1
4 Mesa	wr	14	8	9	chain wtll 14 9	1242		-1		-1		-1
4 Mesa	wtll	14	9	9	chain wtll 14 9	1242		-1		-1		-1
4 Mesa	wtlr	14	9	9	chain wtlr 14 9	1243		-1		-1		-1
4 Mesa	fl	18	20	20	mesa dwn 18 18	1077		-1		-1		-1
4 Mesa	fl	18	18	18	mesa dwn 18 20	1078		-1		-1		-1
4 Mesa	fl	18	16	16	mesa dwn 18 16	1079		-1		-1		-1
4 Lava	fl	26	43	43	Waypoint	307		-1		-1		-1
4 Lava	wr	13	-1	-1	WR A	20		-1		-1		-1
4 Lava	wl	13	-1	-1	WL A	21		-1		-1		-1
4 Lava	wtll	13	-1	-1	WTLL	24		-1		-1		-1
4 Lava	wtlr	13	-1	-1	WTLL	24		-1		-1		-1
4 Lava	wbr	13	-1	-1	WBR	25		-1		-1		-1
4 Lava	wtr	13	-1	-1	WTR	23		-1		-1		-1
4 Lava	co	13	-1	-1	WBR	25		-1		-1		-1
4 Lava	wbl	13	-1	-1	WBL	22		-1		-1		-1
4 Lava	fl	22	16	16	Act4 16	800		-1		-1		-1
4 Lava	fl	22	17	17	Act4 17	801		-1		-1		-1
4 Lava	fl	22	18	18	Act4 18	802		-1		-1		-1
4 Lava	fl	22	19	19	Act4 19	803		-1		-1		-1
4 Lava	fl	22	20	20	Act4 20	804		-1		-1		-1
4 Lava	fl	22	21	21	Act4 21	805		-1		-1		-1
4 Lava	fl	22	24	24	Act4 24	806		-1		-1		-1
4 Lava	fl	22	26	26	Act4 26	807		-1		-1		-1
4 Lava	fl	22	27	27	Act4 27	808		-1		-1		-1
4 Lava	fl	22	28	28	Act4 28	809		-1		-1		-1
4 Lava	fl	22	29	29	Act4 29	810		-1		-1		-1
4 Lava	fl	22	30	30	Act4 30	811		-1		-1		-1
4 Lava	fl	22	31	31	Act4 31	812		-1		-1		-1
4 Lava	fl	22	32	32	Act4 32	813		-1		-1		-1
4 Lava	fl	22	33	33	Act4 33	814		-1		-1		-1
4 Lava	fl	22	34	34	Act4 34	815		-1		-1		-1
4 Lava	fl	22	35	35	Act4 35	816		-1		-1		-1
4 Lava	fl	22	36	36	Act4 36	817		-1		-1		-1
4 Lava	fl	22	37	37	Act4 37	818		-1		-1		-1
4 Lava	fl	22	38	38	Act4 38	819		-1		-1		-1
4 Lava	fl	22	39	39	Act4 39	820		-1		-1		-1
4 Lava	fl	22	40	40	Act4 40	821		-1		-1		-1
4 Lava	fl	22	42	42	Act4 42	822		-1		-1		-1
4 Lava	fl	22	45	45	Act4 45	823		-1		-1		-1
4 Lava	fl	22	46	46	Act4 46	824		-1		-1		-1
4 Lava	fl	22	47	47	Act4 47	825		-1		-1		-1
4 Lava	fl	22	48	48	Act4 48	826		-1		-1		-1
4 Lava	fl	22	49	49	Act4 49	827		-1		-1		-1
4 Lava	fl	22	50	50	Act4 50	828		-1		-1		-1
4 Lava	fl	22	51	51	Act4 51	829		-1		-1		-1
4 Lava	fl	22	52	52	Act4 52	830		-1		-1		-1
4 Lava	fl	22	53	53	Act4 53	831		-1		-1		-1
4 Lava	fl	22	54	54	Act4 54	832		-1		-1		-1
4 Lava	fl	22	55	55	Act4 55	833		-1		-1		-1
4 Lava	fl	22	56	56	Act4 56	834		-1		-1		-1
4 Lava	fl	22	57	57	Act4 57	835		-1		-1		-1
4 Lava	fl	22	58	58	Act4 58	836		-1		-1		-1
4 Lava	fl	22	59	59	Act4 59	837		-1		-1		-1
4 Lava	fl	22	60	60	Act4 60	838		-1		-1		-1
4 Lava	fl	23	3	3	23 3	840		-1		-1		-1
4 Lava	fl	23	4	4	23 4	841		-1		-1		-1
4 Lava	fl	23	6	6	23 6	842		-1		-1		-1
4 Lava	fl	23	7	7	23 7	843		-1		-1		-1
4 Lava	fl	23	8	8	23 8	844		-1		-1		-1
4 Lava	fl	23	9	9	23 9	845		-1		-1		-1
4 Lava	fl	23	11	11	23 11	846		-1		-1		-1
4 Lava	fl	23	12	12	23 12	847		-1		-1		-1
4 Lava	fl	23	13	13	23 13	848		-1		-1		-1
4 Lava	fl	23	14	14	23 14	849		-1		-1		-1
4 Lava	fl	23	15	15	23 15	850		-1		-1		-1
4 Lava	fl	23	17	17	23 17	851		-1		-1		-1
4 Lava	fl	23	18	18	23 18	852		-1		-1		-1
4 Lava	fl	23	19	19	23 19	853		-1		-1		-1
4 Lava	fl	23	20	20	23 20	854		-1		-1		-1
4 Lava	fl	23	21	21	23 21	855		-1		-1		-1
4 Lava	fl	23	22	22	23 22	856		-1		-1		-1
4 Lava	fl	23	23	23	23 23	857		-1		-1		-1
4 Lava	fl	23	24	24	23 24	858		-1		-1		-1
4 Lava	fl	23	25	25	23 25	859		-1		-1		-1
4 Lava	fl	23	28	28	23 28	860		-1		-1		-1
4 Lava	fl	23	29	29	23 29	861		-1		-1		-1
4 Lava	fl	23	31	31	23 31	862		-1		-1		-1
4 Lava	fl	23	32	32	23 32	863		-1		-1		-1
4 Lava	fl	23	34	34	23 34	864		-1		-1		-1
4 Lava	fl	23	35	35	23 35	865		-1		-1		-1
4 Lava	fl	23	36	36	23 36	866		-1		-1		-1
4 Lava	fl	23	37	37	23 37	867		-1		-1		-1
4 Lava	fl	23	38	38	23 38	868		-1		-1		-1
4 Lava	fl	23	39	39	23 39	869		-1		-1		-1
4 Lava	fl	23	40	40	23 40	870		-1		-1		-1
4 Lava	fl	23	41	41	23 41	871		-1		-1		-1
4 Lava	fl	23	42	42	23 42	872		-1		-1		-1
4 Lava	fl	23	46	46	23 46	873		-1		-1		-1
4 Lava	fl	23	47	47	23 47	874		-1		-1		-1
4 Lava	fl	23	49	49	23 49	875		-1		-1		-1
4 Lava	fl	23	50	50	23 50	876		-1		-1		-1
4 Lava	fl	23	51	51	23 51	877		-1		-1		-1
4 Lava	fl	23	53	53	23 53	878		-1		-1		-1
4 Lava	fl	23	54	54	23 54	879		-1		-1		-1
4 Lava	fl	23	57	57	23 57	880		-1		-1		-1
4 Lava	fl	23	58	58	23 58	881		-1		-1		-1
4 Lava	fl	23	59	59	23 59	882		-1		-1		-1
4 Lava	fl	23	60	60	23 60	883		-1		-1		-1
4 Lava	fl	23	62	62	23 62	884		-1		-1		-1
4 Lava	fl	23	63	63	23 63	885		-1		-1		-1
4 Lava	fl	24	1	1	24 1	886		-1		-1		-1
4 Lava	fl	24	4	4	24 4	887		-1		-1		-1
4 Lava	fl	24	5	5	24 5	888		-1		-1		-1
4 Lava	fl	24	6	6	24 6	889		-1		-1		-1
4 Lava	fl	24	8	8	24 8	890		-1		-1		-1
4 Lava	fl	24	9	9	24 9	891		-1		-1		-1
4 Lava	fl	24	10	10	24 10	892		-1		-1		-1
